# C:\WinTA100\DIL805.PRO\Data\Quenching\1_fofo_Q&P_PT170-QT300-15min_heating50oCs-1_11.13.15.PAR
#                Time - Temperature  /  Change in Length  /  Nominal Temperature 
#                  s                °C                    µm                    °C
  2382      1218.38830566      880.05645752      125.77599335      880.00000000
  2383      1220.18750000      879.98492432      125.74951935      880.00000000
  2384      1221.98730469      879.97607422      125.67798615      880.00000000
  2385      1223.78735352      879.95581055      125.75745392      880.00000000
  2386      1225.58752441      880.05303955      125.79454803      880.00000000
  2387      1227.38745117      880.05773926      125.75215912      880.00000000
  2388      1229.18823242      879.84088135      125.76274872      880.00000000
  2389      1230.98754883      879.93395996      125.70447540      880.00000000
  2390      1232.78747559      880.02593994      125.68064117      880.00000000
  2391      1234.58801270      880.06207275      125.66474152      880.00000000
  2392      1236.38793945      879.93365479      125.69388580      880.00000000
  2393      1238.18823242      879.95166016      125.73889923      880.00000000
  2394      1239.98779297      880.05017090      125.75745392      880.00000000
  2395      1241.78833008      879.99761963      125.79190826      880.00000000
  2396      1243.58764648      880.01165771      125.75215912      880.00000000
  2397      1245.38793945      879.94805908      125.73625946      880.00000000
  2398      1247.18737793      880.01513672      125.66210175      880.00000000
  2399      1248.98779297      879.96588135      125.60117340      880.00000000
  2400      1250.78845215      880.07257080      125.67798615      880.00000000
  2401      1252.58728027      879.98974609      125.67005157      880.00000000
  2402      1254.38842773      880.02874756      125.66739655      880.00000000
  2403      1256.18798828      880.00524902      125.65680695      880.00000000
  2404      1257.98828125      880.01031494      125.73361969      880.00000000
  2405      1259.78833008      880.07849121      125.70180511      880.00000000
  2406      1261.58740234      879.96923828      125.64620209      880.00000000
  2407      1263.38769531      880.02252197      125.65679169      880.00000000
  2408      1265.18774414      879.93402100      125.64620209      880.00000000
  2409      1266.98803711      879.98614502      125.57735443      880.00000000
  2410      1268.78747559      879.99572754      125.51377106      880.00000000
  2411      1270.58789063      880.07489014      125.51642609      880.00000000
  2412      1272.38732910      880.01287842      125.52436066      880.00000000
  2413      1274.18811035      879.97869873      125.59322357      880.00000000
  2414      1275.98767090      879.98309326      125.57204437      880.00000000
  2415      1277.78833008      879.99304199      125.52170563      880.00000000
  2416      1279.58789063      879.89038086      125.45549774      880.00000000
  2417      1281.38842773      880.15740967      125.43430328      880.00000000
  2418      1283.18823242      880.09130859      125.52436066      880.00000000
  2419      1284.98791504      879.95166016      125.45282745      880.00000000
  2420      1286.78735352      879.95343018      125.50580597      880.00000000
  2421      1288.58776855      880.05560303      125.58528900      880.00000000
  2422      1290.38806152      880.02404785      125.53495026      880.00000000
  2423      1292.18835449      880.03454590      125.49523163      880.00000000
  2424      1293.98767090      880.04516602      125.45020294      880.00000000
  2425      1295.78833008      880.10113525      125.43959808      880.00000000
  2426      1297.58801270      880.09509277      125.46874237      880.00000000
  2427      1299.38806152      880.00482178      125.45020294      880.00000000
  2428      1301.18811035      879.89770508      125.47667694      880.00000000
  2429      1302.98815918      880.08770752      125.54555511      880.00000000
  2430      1304.78771973      880.03680420      125.49523163      880.00000000
  2431      1306.58825684      879.90936279      125.42371368      880.00000000
  2432      1308.38745117      880.00640869      125.45020294      880.00000000
  2433      1310.18786621      879.96832275      125.44489288      880.00000000
  2434      1311.98742676      879.95245361      125.40781403      880.00000000
  2435      1313.78784180      880.02227783      125.43959808      880.00000000
  2436      1315.58825684      879.80944824      125.47667694      880.00000000
  2437      1317.38732910      879.96942139      125.50847626      880.00000000
  2438      1319.18750000      879.83428955      125.48728180      880.00000000
  2439      1320.98779297      880.05505371      125.39722443      880.00000000
  2440      1322.78735352      879.93341064      125.36809540      880.00000000
  2441      1324.58752441      879.96533203      125.37602997      880.00000000
  2442      1326.38806152      880.07043457      125.37337494      880.00000000
  2443      1328.18750000      879.90008545      125.39456940      880.00000000
  2444      1329.98828125      879.92993164      125.46607208      880.00000000
  2445      1331.78735352      879.96520996      125.34690094      880.00000000
  2446      1333.58789063      880.10113525      125.34424591      880.00000000
  2447      1335.38745117      879.99188232      125.32570648      880.00000000
  2448      1337.18786621      879.78790283      125.42104340      880.00000000
  2449      1338.98828125      879.99542236      125.42900848      880.00000000
  2450      1340.78747559      879.93127441      125.38925934      880.00000000
  2451      1342.58813477      879.93402100      125.31510162      880.00000000
  2452      1344.38732910      880.07830811      125.27007294      880.00000000
  2453      1346.18798828      880.04956055      125.28067780      880.00000000
  2454      1347.98754883      879.94879150      125.34424591      880.00000000
  2455      1349.78759766      880.03186035      125.31510162      880.00000000
  2456      1351.58825684      880.01849365      125.39986420      880.00000000
  2457      1353.38745117      879.94940186      125.27536774      880.00000000
  2458      1355.18774414      880.06616211      125.19326019      880.00000000
  2459      1356.98730469      880.04956055      125.15616608      880.00000000
  2460      1358.78796387      880.04315186      125.32039642      880.00000000
  2461      1360.58837891      879.93127441      125.30185699      880.00000000
  2462      1362.38745117      880.01983643      125.25948334      880.00000000
  2463      1364.18811035      879.95971680      125.20384979      880.00000000
  2464      1365.98742676      879.92785645      125.20384979      880.00000000
  2465      1367.78820801      880.01702881      125.25948334      880.00000000
  2466      1369.58825684      880.09906006      125.29390717      880.00000000
  2467      1371.38769531      879.93371582      125.26213837      880.00000000
  2468      1373.18823242      880.16271973      125.21179962      880.00000000
  2469      1374.98742676      879.84008789      125.17473602      880.00000000
  2470      1376.78796387      880.05499268      125.12969208      880.00000000
  2471      1378.58813477      880.05273438      125.21445465      880.00000000
  2472      1380.38757324      880.04412842      125.29921722      880.00000000
  2473      1382.18798828      880.09509277      125.17737579      880.00000000
  2474      1383.98754883      879.97680664      125.12174225      880.00000000
  2475      1385.78808594      880.12530518      125.11908722      880.00000000
  2476      1387.58740234      880.05212402      125.22504425      880.00000000
  2477      1389.38757324      879.92108154      125.27271271      880.00000000
  2478      1391.18798828      879.94830322      125.11380768      880.00000000
  2479      1392.98828125      879.98370361      125.11908722      880.00000000
  2480      1394.78747559      880.06512451      125.11115265      880.00000000
  2481      1396.58740234      880.06927490      125.13764191      880.00000000
  2482      1398.38842773      879.93334961      125.13500214      880.00000000
  2483      1400.18786621      880.06451416      125.18001556      880.00000000
  2484      1401.98815918      879.85076904      125.02109528      880.00000000
  2485      1403.78735352      879.97271729      125.10318756      880.00000000
  2486      1405.58740234      880.04693604      125.05551910      880.00000000
  2487      1407.38781738      879.94702148      125.15882111      880.00000000
  2488      1409.18786621      880.11450195      125.14557648      880.00000000
  2489      1410.98840332      879.90533447      125.04227448      880.00000000
  2490      1412.78759766      879.95019531      124.99726105      880.00000000
  2491      1414.58801270      880.10131836      125.05817413      880.00000000
  2492      1416.38745117      879.94403076      125.07143402      880.00000000
  2493      1418.18774414      880.01019287      125.12438202      880.00000000
  2494      1419.98828125      880.00451660      125.06877899      880.00000000
  2495      1421.78747559      879.97479248      125.01842499      880.00000000
  2496      1423.58740234      880.09246826      125.12969208      880.00000000
  2497      1425.38769531      880.07867432      125.10585785      880.00000000
  2498      1427.18823242      880.11352539      125.05551910      880.00000000
  2499      1428.98828125      879.89367676      124.99195099      880.00000000
  2500      1430.78735352      879.91821289      125.01314545      880.00000000
  2501      1432.58776855      880.04620361      125.09525299      880.00000000
  2502      1434.38757324      879.93103027      125.09259796      880.00000000
  2503      1436.18762207      879.90307617      125.00519562      880.00000000
  2504      1437.98754883      880.03192139      125.02109528      880.00000000
  2505      1439.78771973      880.12329102      125.04492950      880.00000000
  2506      1441.58728027      879.98480225      125.05286407      880.00000000
  2507      1443.38842773      879.99566650      125.01578522      880.00000000
  2508      1445.18774414      879.89843750      124.99195099      880.00000000
  2509      1446.98815918      879.98541260      124.83037567      880.00000000
  2510      1448.78833008      879.86608887      124.94957733      880.00000000
  2511      1450.58837891      879.99169922      124.96544647      880.00000000
  2512      1452.38806152      880.10229492      124.97075653      880.00000000
  2513      1454.18750000      879.98913574      124.95751190      880.00000000
  2514      1455.98791504      879.92584229      124.86215973      880.00000000
  2515      1457.78796387      879.86975098      124.87805939      880.00000000
  2516      1459.58740234      880.07336426      124.91777802      880.00000000
  2517      1461.38793945      879.92376709      124.96282196      880.00000000
  2518      1463.18762207      880.04138184      124.92043304      880.00000000
  2519      1464.98815918      880.06115723      124.83303070      880.00000000
  2520      1466.78820801      879.99725342      124.79859161      880.00000000
  2521      1468.58764648      880.01898193      124.85686493      880.00000000
  2522      1470.38806152      880.11608887      124.88599396      880.00000000
  2523      1472.18762207      879.97967529      124.92043304      880.00000000
  2524      1473.98779297      880.08276367      124.88071442      880.00000000
  2525      1475.78796387      880.09027100      124.82242584      880.00000000
  2526      1477.58740234      879.89453125      124.80123138      880.00000000
  2527      1479.38806152      879.92492676      124.87009430      880.00000000
  2528      1481.18762207      879.94628906      124.89394379      880.00000000
  2529      1482.98779297      880.09985352      124.79595184      880.00000000
  2530      1484.78808594      879.89355469      124.75885773      880.00000000
  2531      1486.58752441      880.08276367      124.77475739      880.00000000
  2532      1488.38830566      879.95910645      124.77739716      880.00000000
  2533      1490.18762207      879.92303467      124.85419464      880.00000000
  2534      1491.98815918      879.97998047      124.78798676      880.00000000
  2535      1493.78747559      879.99310303      124.78798676      880.00000000
  2536      1495.58789063      880.00738525      124.67409515      880.00000000
  2537      1497.38818359      879.87231445      124.68733978      880.00000000
  2538      1499.18737793      879.87457275      124.76151276      880.00000000
  2539      1500.98791504      880.08898926      124.81711578      880.00000000
  2540      1502.78723145      879.87481689      124.83568573      880.00000000
  2541      1504.58789063      880.00671387      124.80388641      880.00000000
  2542      1506.38842773      880.03601074      124.73238373      880.00000000
  2543      1508.18798828      880.02020264      124.72176361      880.00000000
  2544      1509.98767090      880.16345215      124.77739716      880.00000000
  2545      1511.78808594      879.90179443      124.72972870      880.00000000
  2546      1513.58776855      880.06597900      124.76944733      880.00000000
  2547      1515.38830566      880.05889893      124.78269196      880.00000000
  2548      1517.18774414      879.98522949      124.74031830      880.00000000
  2549      1518.98828125      879.91314697      124.72441864      880.00000000
  2550      1520.78759766      879.93890381      124.68997955      880.00000000
  2551      1522.58837891      880.04132080      124.66085052      880.00000000
  2552      1524.38732910      880.11236572      124.59198761      880.00000000
  2553      1526.18774414      879.97277832      124.70322418      880.00000000
  2554      1527.98815918      879.85955811      124.71913910      880.00000000
  2555      1529.78784180      879.76159668      124.69792938      880.00000000
  2556      1531.58813477      879.98559570      124.71117401      880.00000000
  2557      1533.38745117      880.08123779      124.67937469      880.00000000
  2558      1535.18835449      880.09954834      124.59728241      880.00000000
  2559      1536.98754883      879.95538330      124.66614532      880.00000000
  2560      1538.78808594      880.01837158      124.72176361      880.00000000
  2561      1540.58728027      880.07879639      124.66878510      880.00000000
  2562      1542.38818359      880.04284668      124.56548309      880.00000000
  2563      1544.18786621      880.05090332      124.66614532      880.00000000
  2564      1545.98828125      879.91314697      124.60259247      880.00000000
  2565      1547.78784180      879.79803467      124.70322418      880.00000000
  2566      1549.58801270      880.06152344      124.65555573      880.00000000
  2567      1551.38732910      880.08081055      124.58667755      880.00000000
  2568      1553.18786621      880.02984619      124.62642670      880.00000000
  2569      1554.98742676      879.96447754      124.65821075      880.00000000
  2570      1556.78820801      880.01678467      124.67409515      880.00000000
  2571      1558.58752441      880.04284668      124.59728241      880.00000000
  2572      1560.38781738      879.99157715      124.54430389      880.00000000
  2573      1562.18823242      880.09216309      124.58138275      880.00000000
  2574      1563.98754883      880.08941650      124.60521698      880.00000000
  2575      1565.78833008      879.96191406      124.62377167      880.00000000
  2576      1567.58728027      880.00006104      124.57871246      880.00000000
  2577      1569.38769531      880.08282471      124.53900909      880.00000000
  2578      1571.18823242      880.09295654      124.48337555      880.00000000
  2579      1572.98767090      880.12500000      124.54695892      880.00000000
  2580      1574.78820801      879.84991455      124.54430389      880.00000000
  2581      1576.58752441      880.06451416      124.59462738      880.00000000
  2582      1578.38806152      879.98577881      124.49398041      880.00000000
  2583      1580.18774414      879.88024902      124.51781464      880.00000000
  2584      1581.98742676      880.03863525      124.43305206      880.00000000
  2585      1583.78771973      880.04846191      124.39333344      880.00000000
  2586      1585.58740234      879.97070313      124.44628143      880.00000000
  2587      1587.38732910      880.11688232      124.52840424      880.00000000
  2588      1589.18798828      879.90600586      124.49662018      880.00000000
  2589      1590.98742676      880.07995605      124.38271332      880.00000000
  2590      1592.78784180      880.06237793      124.44893646      880.00000000
  2591      1594.58825684      879.94238281      124.54166412      880.00000000
  2592      1596.38732910      879.90997314      124.52046967      880.00000000
  2593      1598.18798828      879.97070313      124.47809601      880.00000000
  2594      1599.98730469      879.89996338      124.40126801      880.00000000
  2595      1601.78796387      880.04144287      124.40656281      880.00000000
  2596      1603.58837891      880.16296387      124.45159149      880.00000000
  2597      1605.38757324      879.96325684      124.49132538      880.00000000
  2598      1607.18798828      879.90936279      124.43305206      880.00000000
  2599      1608.98767090      879.98687744      124.45688629      880.00000000
  2600      1610.78833008      879.92016602      124.33238983      880.00000000
  2601      1612.58764648      880.13970947      124.34564972      880.00000000
  2602      1614.38830566      880.02777100      124.32976532      880.00000000
  2603      1616.18786621      880.01031494      124.36949921      880.00000000
  2604      1617.98815918      880.06439209      124.46483612      880.00000000
  2605      1619.78735352      880.04370117      124.39333344      880.00000000
  2606      1621.58813477      880.06579590      124.37743378      880.00000000
  2607      1623.38781738      880.01812744      124.29798126      880.00000000
  2608      1625.18737793      879.90460205      124.33504486      880.00000000
  2609      1626.98779297      880.12615967      124.36151886      880.00000000
  2610      1628.78747559      880.00836182      124.37212372      880.00000000
  2611      1630.58789063      879.96667480      124.41185760      880.00000000
  2612      1632.38818359      880.08685303      124.35094452      880.00000000
  2613      1634.18725586      879.99633789      124.25028229      880.00000000
  2614      1635.98803711      879.93096924      124.27147675      880.00000000
  2615      1637.78820801      880.18872070      124.38271332      880.00000000
  2616      1639.58764648      879.88336182      124.35887909      880.00000000
  2617      1641.38818359      880.00445557      124.33240509      880.00000000
  2618      1643.18762207      879.91461182      124.20525360      880.00000000
  2619      1644.98791504      880.06042480      124.30855560      880.00000000
  2620      1646.78723145      880.07897949      124.29267120      880.00000000
  2621      1648.58764648      880.09643555      124.35358429      880.00000000
  2622      1650.38793945      879.98944092      124.33504486      880.00000000
  2623      1652.18725586      880.06054688      124.32709503      880.00000000
  2624      1653.98779297      880.05560303      124.25821686      880.00000000
  2625      1655.78820801      880.04980469      124.18936920      880.00000000
  2626      1657.58776855      880.01422119      124.30326080      880.00000000
  2627      1659.38830566      879.98175049      124.32709503      880.00000000
  2628      1661.18737793      880.08831787      124.33504486      880.00000000
  2629      1662.98742676      879.93823242      124.25821686      880.00000000
  2630      1664.78796387      880.23760986      124.22115326      880.00000000
  2631      1666.58801270      880.12414551      124.19466400      880.00000000
  2632      1668.38818359      880.08233643      124.25557709      880.00000000
  2633      1670.18762207      879.99560547      124.27678680      880.00000000
  2634      1671.98828125      880.11932373      124.28472137      880.00000000
  2635      1673.78796387      879.98089600      124.30855560      880.00000000
  2636      1675.58740234      880.13854980      124.22380829      880.00000000
  2637      1677.38830566      879.91406250      124.19997406      880.00000000
  2638      1679.18762207      880.01568604      124.21321869      880.00000000
  2639      1680.98840332      879.99792480      124.19466400      880.00000000
  2640      1682.78771973      879.94244385      124.23438263      880.00000000
  2641      1684.58728027      879.93896484      124.26618195      880.00000000
  2642      1686.38793945      879.86737061      124.25028229      880.00000000
  2643      1688.18750000      879.92028809      124.14434052      880.00000000
  2644      1689.98815918      880.01263428      124.02777863      880.00000000
  2645      1691.78784180      879.99084473      124.15493011      880.00000000
  2646      1693.58813477      879.93823242      124.17876434      880.00000000
  2647      1695.38757324      879.94482422      124.25557709      880.00000000
  2648      1697.18811035      880.16192627      124.17081451      880.00000000
  2649      1698.98779297      879.92028809      124.12314606      880.00000000
  2650      1700.78735352      879.85632324      124.06221771      880.00000000
  2651      1702.58813477      879.99713135      124.10726166      880.00000000
  2652      1704.38842773      879.92987061      124.20525360      880.00000000
  2653      1706.18786621      880.00543213      124.22908783      880.00000000
  2654      1707.98828125      880.00390625      124.16819000      880.00000000
  2655      1709.78759766      880.07049561      124.00130463      880.00000000
  2656      1711.58825684      879.93493652      124.01189423      880.00000000
  2657      1713.38745117      880.03466797      124.09136200      880.00000000
  2658      1715.18786621      879.91217041      124.13372040      880.00000000
  2659      1716.98742676      880.06866455      124.16817474      880.00000000
  2660      1718.78771973      880.14611816      124.05957794      880.00000000
  2661      1720.58813477      880.12792969      124.07811737      880.00000000
  2662      1722.38757324      879.98632813      124.13903046      880.00000000
  2663      1724.18798828      879.95092773      124.13639069      880.00000000
  2664      1725.98828125      879.90435791      124.04897308      880.00000000
  2665      1727.78820801      880.21740723      123.98011017      880.00000000
  2666      1729.58776855      880.09039307      123.97481537      880.00000000
  2667      1731.38818359      879.85675049      124.07016754      880.00000000
  2668      1733.18762207      879.90844727      124.05692291      880.00000000
  2669      1734.98815918      879.96923828      124.03572845      880.00000000
  2670      1736.78735352      879.86560059      123.95626068      880.00000000
  2671      1738.58801270      879.98510742      123.90859222      880.00000000
  2672      1740.38830566      880.08911133      124.04366302      880.00000000
  2673      1742.18737793      879.99249268      124.01984406      880.00000000
  2674      1743.98779297      879.93646240      124.04633331      880.00000000
  2675      1745.78820801      880.02862549      123.99864960      880.00000000
  2676      1747.58764648      879.89367676      123.91652679      880.00000000
  2677      1749.38793945      879.93524170      123.93242645      880.00000000
  2678      1751.18737793      879.89965820      123.94303131      880.00000000
  2679      1752.98767090      880.06536865      124.01984406      880.00000000
  2680      1754.78796387      880.18365479      123.96686554      880.00000000
  2681      1756.58728027      880.02789307      123.93242645      880.00000000
  2682      1758.38757324      879.93103027      123.84502411      880.00000000
  2683      1760.18823242      880.10467529      123.91652679      880.00000000
  2684      1761.98767090      880.07397461      123.99069977      880.00000000
  2685      1763.78833008      880.20208740      124.02513885      880.00000000
  2686      1765.58776855      879.98095703      123.91388702      880.00000000
  2687      1767.38806152      880.06182861      123.83707428      880.00000000
  2688      1769.18737793      879.98480225      123.84766388      880.00000000
  2689      1770.98767090      880.00195313      123.90329742      880.00000000
  2690      1772.78820801      880.11389160      123.93772125      880.00000000
  2691      1774.58740234      879.97338867      123.94567108      880.00000000
  2692      1776.38806152      880.03784180      123.82382965      880.00000000
  2693      1778.18774414      880.03930664      123.82646942      880.00000000
  2694      1779.98828125      879.93432617      123.83441925      880.00000000
  2695      1781.78747559      879.90802002      123.82646942      880.00000000
  2696      1783.58776855      880.04553223      123.88475800      880.00000000
  2697      1785.38830566      879.96112061      123.84766388      880.00000000
  2698      1787.18737793      880.00115967      123.86620331      880.00000000
  2699      1788.98828125      879.95892334      123.81322479      880.00000000
  2700      1790.78735352      879.92578125      123.76819611      880.00000000
  2701      1792.58801270      879.96582031      123.79204559      880.00000000
  2702      1794.38732910      880.13281250      123.87151337      880.00000000
  2703      1796.18774414      880.01885986      123.78144073      880.00000000
  2704      1797.98730469      879.88726807      123.78409576      880.00000000
  2705      1799.78796387      880.02868652      123.72316742      880.00000000
  2706      1801.58740234      880.13916016      123.73906708      880.00000000
  2707      1803.38818359      879.82464600      123.75231171      880.00000000
  2708      1805.18762207      880.08746338      123.76819611      880.00000000
  2709      1806.98815918      880.00750732      123.80263519      880.00000000
  2710      1808.78759766      879.97119141      123.70992279      880.00000000
  2711      1810.58825684      879.98559570      123.66754913      880.00000000
  2712      1812.38781738      879.92584229      123.74170685      880.00000000
  2713      1814.18811035      880.09564209      123.80263519      880.00000000
  2714      1815.98779297      879.88287354      123.68079376      880.00000000
  2715      1817.78820801      880.01678467      123.65164948      880.00000000
  2716      1819.58776855      879.88629150      123.64635468      880.00000000
  2717      1821.38806152      879.99932861      123.75495148      880.00000000
  2718      1823.18725586      879.95819092      123.69667816      880.00000000
  2719      1824.98779297      880.07415771      123.67549896      880.00000000
  2720      1826.78820801      880.02868652      123.64371490      880.00000000
  2721      1828.58740234      880.15667725      123.67018890      880.00000000
  2722      1830.38793945      879.97119141      123.73641205      880.00000000
  2723      1832.18737793      880.04956055      123.68608856      880.00000000
  2724      1833.98828125      879.96771240      123.62252045      880.00000000
  2725      1835.78735352      879.88116455      123.65695953      880.00000000
  2726      1837.58813477      879.92321777      123.65695953      880.00000000
  2727      1839.38757324      880.04913330      123.66753387      880.00000000
  2728      1841.18823242      879.96319580      123.63311005      880.00000000
  2729      1842.98779297      880.10131836      123.61457062      880.00000000
  2730      1844.78796387      879.94256592      123.65164948      880.00000000
  2731      1846.58837891      879.95989990      123.67018890      880.00000000
  2732      1848.38769531      879.88854980      123.61457062      880.00000000
  2733      1850.18811035      880.10131836      123.51654816      880.00000000
  2734      1851.98754883      880.10754395      123.61191559      880.00000000
  2735      1853.78796387      880.10131836      123.59868622      880.00000000
  2736      1855.58837891      879.93383789      123.61191559      880.00000000
  2737      1857.38769531      880.01678467      123.52980804      880.00000000
  2738      1859.18811035      879.96588135      123.52185822      880.00000000
  2739      1860.98742676      880.05889893      123.62516022      880.00000000
  2740      1862.78771973      879.86285400      123.60398102      880.00000000
  2741      1864.58764648      879.88854980      123.46887970      880.00000000
  2742      1866.38830566      880.00866699      123.51921844      880.00000000
  2743      1868.18737793      879.90924072      123.59337616      880.00000000
  2744      1869.98803711      880.11395264      123.55895233      880.00000000
  2745      1871.78747559      879.92309570      123.49802399      880.00000000
  2746      1873.58837891      880.03265381      123.38677216      880.00000000
  2747      1875.38757324      880.00048828      123.51392365      880.00000000
  2748      1877.18798828      880.06799316      123.54039764      880.00000000
  2749      1878.98815918      880.05700684      123.54834747      880.00000000
  2750      1880.78759766      880.03338623      123.42385101      880.00000000
  2751      1882.58825684      880.09362793      123.41060638      880.00000000
  2752      1884.38769531      879.94818115      123.55628204      880.00000000
  2753      1886.18823242      880.01873779      123.42650604      880.00000000
  2754      1887.98742676      880.03637695      123.48743439      880.00000000
  2755      1888.01318359      879.98718262      123.50861359      879.40185547
  2756      1888.02392578      880.06054688      123.52185822      878.85864258
  2757      1888.03479004      880.09222412      123.48743439      878.32153320
  2758      1888.04553223      880.04748535      123.50333405      877.78442383
  2759      1888.05627441      879.95373535      123.49536896      877.24731445
  2760      1888.06701660      879.86138916      123.45299530      876.71020508
  2761      1888.07775879      879.89752197      123.43975067      876.17309570
  2762      1888.08837891      879.63391113      123.48212433      875.63598633
  2763      1888.09912109      879.55810547      123.42916107      875.10498047
  2764      1888.10986328      879.48168945      123.40001678      874.56787109
  2765      1888.12060547      879.45117188      123.36557770      874.03076172
  2766      1888.13134766      879.26348877      123.34174347      873.49365234
  2767      1888.14221191      879.08496094      123.31259918      872.95043945
  2768      1888.15295410      879.03582764      123.31259918      872.41333008
  2769      1888.16369629      878.94512939      123.24373627      871.87622070
  2770      1888.17443848      878.87420654      123.23578644      871.33911133
  2771      1888.18518066      878.79016113      123.23845673      870.80200195
  2772      1888.19592285      878.62072754      123.18282318      870.26489258
  2773      1888.20666504      878.47198486      123.14838409      869.72778320
  2774      1888.21740723      878.42956543      123.15366364      869.18457031
  2775      1888.22814941      878.35406494      123.12718964      868.64746094
  2776      1888.23889160      878.24395752      123.12453461      868.11035156
  2777      1888.24963379      878.10095215      123.06626129      867.57934570
  2778      1888.26037598      877.88092041      123.05567169      867.03613281
  2779      1888.27111816      877.69787598      123.02654266      866.49902344
  2780      1888.28198242      877.42437744      122.98413849      865.96191406
  2781      1888.29260254      877.15698242      122.94707489      865.42480469
  2782      1888.30346680      876.95776367      122.93912506      864.88769531
  2783      1888.31420898      876.81872559      122.89409637      864.35058594
  2784      1888.32495117      876.64831543      122.89939117      863.81347656
  2785      1888.33569336      876.37371826      122.84377289      863.27636719
  2786      1888.34643555      876.02490234      122.80933380      862.73925781
  2787      1888.35717773      875.77770996      122.77489471      862.20214844
  2788      1888.36791992      875.36138916      122.72722626      861.66503906
  2789      1888.37866211      875.19677734      122.68749237      861.12792969
  2790      1888.38940430      874.81237793      122.67954254      860.59082031
  2791      1888.40014648      874.40942383      122.62390900      860.05371094
  2792      1888.41088867      874.12072754      122.57624054      859.51660156
  2793      1888.42163086      873.80981445      122.58155060      858.97949219
  2794      1888.43237305      873.33703613      122.48882294      858.44238281
  2795      1888.44311523      872.93670654      122.43054962      857.89916992
  2796      1888.45385742      872.60021973      122.42790985      857.36816406
  2797      1888.46459961      872.17144775      122.34845734      856.83105469
  2798      1888.47534180      871.80065918      122.26366425      856.29394531
  2799      1888.48608398      871.36187744      122.20806122      855.75683594
  2800      1888.49682617      870.67645264      122.14978790      855.21972656
  2801      1888.50744629      870.15820313      122.10210419      854.68872070
  2802      1888.51818848      869.55578613      122.05707550      854.15161133
  2803      1888.52893066      868.88250732      121.99350739      853.61450195
  2804      1888.53967285      868.30047607      121.92198944      853.07739258
  2805      1888.55041504      867.52551270      121.84516144      852.54028320
  2806      1888.56115723      866.77502441      121.76834869      852.00317383
  2807      1888.57189941      865.99047852      121.68358612      851.46606445
  2808      1888.58264160      865.05413818      121.58823395      850.92285156
  2809      1888.59338379      864.21301270      121.52466583      850.39184570
  2810      1888.60400391      863.36199951      121.46904755      849.86083984
  2811      1888.61474609      862.41717529      121.40811920      849.32373047
  2812      1888.62548828      861.50817871      121.31011200      848.78662109
  2813      1888.63623047      860.50909424      121.25447845      848.24951172
  2814      1888.64697266      859.34405518      121.13793182      847.71240234
  2815      1888.65771484      858.13500977      121.05847931      847.17529297
  2816      1888.66845703      857.08770752      120.97371674      846.63818359
  2817      1888.67919922      855.91839600      120.87305450      846.10107422
  2818      1888.68994141      854.80963135      120.74326324      845.56396484
  2819      1888.70068359      853.72851563      120.62937164      845.02685547
  2820      1888.71130371      852.72790527      120.47838593      844.49584961
  2821      1888.72204590      851.50067139      120.40686798      843.95874023
  2822      1888.73278809      850.40142822      120.31415558      843.42163086
  2823      1888.74353027      849.45300293      120.21614838      842.88452148
  2824      1888.75427246      848.28894043      120.12874603      842.34741211
  2825      1888.76489258      847.16619873      119.98305511      841.81030273
  2826      1888.77563477      846.09045410      119.90358734      841.27319336
  2827      1888.78649902      845.08715820      119.74466705      840.73608398
  2828      1888.79711914      844.00671387      119.64400482      840.19897461
  2829      1888.80798340      842.83239746      119.51421356      839.66186523
  2830      1888.81872559      841.69482422      119.39502716      839.12475586
  2831      1888.82946777      840.45642090      119.26787567      838.58764648
  2832      1888.84020996      839.40283203      119.18045807      838.05053711
  2833      1888.85095215      838.41088867      119.09571075      837.51342773
  2834      1888.86169434      837.47833252      118.92617035      836.97631836
  2835      1888.87243652      836.51007080      118.83083344      836.43920898
  2836      1888.88305664      835.56524658      118.68514252      835.90209961
  2837      1888.89392090      834.71636963      118.63216400      835.36499023
  2838      1888.90466309      834.02587891      118.52886200      834.82788086
  2839      1888.91540527      833.16156006      118.40171051      834.29077148
  2840      1888.92614746      832.32641602      118.30901337      833.74755859
  2841      1888.93701172      831.94628906      118.18186188      833.21044922
  2842      1888.94763184      831.41430664      118.08650970      832.67333984
  2843      1888.95849609      830.86645508      117.95937347      832.13623047
  2844      1888.96923828      830.44897461      117.80573273      831.59912109
  2845      1888.97985840      830.14343262      117.70774078      831.06201172
  2846      1888.99060059      829.73986816      117.64150238      830.53100586
  2847      1889.00122070      829.27996826      117.52495575      829.99389648
  2848      1889.01208496      828.74768066      117.44814301      829.45678711
  2849      1889.02282715      828.28778076      117.30510712      828.91967773
  2850      1889.03356934      827.62554932      117.19121552      828.38256836
  2851      1889.04431152      826.93524170      117.13559723      827.84545898
  2852      1889.05505371      826.24096680      116.98195648      827.30834961
  2853      1889.06579590      825.60968018      116.87070465      826.77124023
  2854      1889.07666016      824.99768066      116.76210785      826.22802734
  2855      1889.08728027      824.36480713      116.65351105      825.69091797
  2856      1889.09802246      823.77447510      116.57138824      825.15991211
  2857      1889.10864258      823.22534180      116.48929596      824.62890625
  2858      1889.11938477      822.70495605      116.41510773      824.09179688
  2859      1889.13012695      822.39019775      116.27738190      823.55468750
