"index" "time.s" "TC1" "dl.um" "T.n" "dl.pct"
4989 335.70056152 299.97695923 29.80438805 300 0.1346389389
4990 336.60021972 300.01992798 29.80173683 300 0.1346124267
4991 337.50085449 300.0118103 29.86795998 300 0.1352746582
4992 338.40051269 299.98428345 29.87060738 300 0.1353011322
4993 339.30017089 299.92428589 29.86266136 300 0.135221672
4994 340.20080566 300.02804565 29.84676933 300 0.1350627517
4995 341.09997558 300.02645874 29.87855339 300 0.1353805923
4996 342.00085449 300.10742188 29.89974403 300 0.1355924987
4997 342.90051269 300.07180786 29.92093468 300 0.1358044052
4998 343.79968261 300.0506897 29.93152809 300 0.1359103393
4999 344.70031738 299.95504761 29.92093468 300 0.1358044052
5000 345.59973144 299.94940186 29.99510002 300 0.1365460586
5001 346.50012207 299.91455078 29.92888069 300 0.1358838653
5002 347.40002441 300.0223999 29.94742393 300 0.1360692977
5003 348.30065918 300.04833984 29.95271873 300 0.1361222457
5004 349.20007324 300.04910278 29.96861458 300 0.1362812042
5005 350.09997558 300.1244812 30.01099205 300 0.1367049789
5006 351.00061035 299.97210693 29.97920799 300 0.1363871383
5007 351.90026855 299.92108154 29.99245262 300 0.1365195846
5008 352.79968261 300.09695435 30.00834465 300 0.1366785049
5009 353.70031738 299.99240112 30.09575462 300 0.1375526046
5010 354.59997558 299.91455078 30.07721519 300 0.1373672103
5011 355.50085449 300.01101685 30.06926918 300 0.1372877502
5012 356.40002441 299.93969727 30.09310722 300 0.1375261306
5013 357.29968261 299.81484985 30.07721519 300 0.1373672103
5014 358.20031738 300.01272583 30.08250999 300 0.1374201583
5015 359.09997558 299.99319458 30.09310722 300 0.1375261306
5016 360.00061035 299.93643188 30.08516121 300 0.1374466705
5017 360.90002441 300.17803955 30.11429787 300 0.1377380371
5018 361.79968261 300.02566528 30.08250999 300 0.1374201583
5019 362.70031738 299.94128418 30.14343452 300 0.1380294036
5020 363.59997558 299.83514404 30.16727257 300 0.1382677841
5021 364.50085449 299.90484619 30.14873314 300 0.1380823898
5022 365.40026855 300.0475769 30.21230507 300 0.1387181091
5023 366.30065918 300.05316162 30.22025108 300 0.1387975692
5024 367.20056152 300.04754639 30.23879051 300 0.1389829635
5025 368.10021972 300.02972412 30.16992378 300 0.1382942962
5026 369.00085449 299.99240112 30.18581581 300 0.1384532165
5027 369.90026855 300.00457764 30.29971504 300 0.1395922088
5028 370.79968261 300.06054688 30.18581581 300 0.1384532165
5029 371.70056152 299.85623169 30.21495247 300 0.1387445831
5030 372.59973144 300.08239746 30.27322578 300 0.1393273162
5031 373.50012207 300.04754639 30.21230507 300 0.1387181091
5032 374.39978027 300.06942749 30.26263237 300 0.1392213821
5033 375.30065918 300.05569458 30.23879051 300 0.1389829635
5034 376.20007324 300.04675293 30.2785244 300 0.1393803024
5035 377.09973144 300.00378418 30.25998116 300 0.13919487
5036 378.00061035 300.13598633 30.31825447 300 0.1397776031
5037 378.90002441 300.04754639 30.29971504 300 0.1395922088
5038 379.79968261 299.99642944 30.31295967 300 0.1397246551
5039 380.70056152 300.04754639 30.31825447 300 0.1397776031
5040 381.60021972 299.9519043 30.34209633 300 0.1400160217
5041 382.49987793 300.22756958 30.36328697 300 0.1402279281
5042 383.40075683 299.99487305 30.31560707 300 0.1397511291
5043 384.30041503 299.79541016 30.35533714 300 0.1401484298
5044 385.1998291 300.03863525 30.37388039 300 0.1403338623
5045 386.100708 299.9203186 30.40301704 300 0.1406252288
5046 387.00036621 300.09536743 30.41626167 300 0.1407576751
5047 387.89978027 299.99328613 30.35268974 300 0.1401219558
5048 388.80041503 300.14489746 30.38447762 300 0.1404398346
5049 389.70007324 299.90966797 30.4321537 300 0.1409165954
5050 390.59973144 300.01190186 30.41626167 300 0.1407576751
5051 391.50036621 299.92922974 30.42685509 300 0.1408636093
5052 392.39978027 299.8732605 30.47453499 300 0.1413404083
5053 393.30041503 300.1003418 30.43745232 300 0.1409695816
5054 394.1998291 299.97625732 30.41890907 300 0.1407841491
5055 395.09973144 299.99813843 30.46923637 300 0.1412874221
5056 396.00061035 300.13272095 30.46394157 300 0.1412344741
5057 396.90002441 300.2024231 30.49042702 300 0.1414993286
5058 397.79992675 299.99172974 30.49572563 300 0.1415523147
5059 398.70056152 300.09063721 30.4798336 300 0.1413933944
5060 399.59997558 299.89437866 30.52486229 300 0.1418436813
5061 400.50061035 299.99411011 30.45069695 300 0.1411020279
5062 401.40002441 299.95843506 30.5328083 300 0.1419231414
5063 402.30065918 299.99411011 30.50102425 300 0.1416053009
5064 403.20031738 300.10519409 30.48513222 300 0.1414463806
5065 404.10021972 299.98031616 30.5301609 300 0.1418966674
5066 404.99987793 299.92437744 30.54605293 300 0.1420555877
5067 405.90026855 299.98440552 30.53545952 300 0.1419496536
5068 406.79992675 300.22756958 30.54870033 300 0.1420820617
5069 407.6998291 299.94219971 30.63346291 300 0.1429296875
5070 408.600708 300.19351196 30.60167885 300 0.1426118469
5071 409.50012207 299.91952515 30.5831356 300 0.1424264144
